industry_id,industry_name,year,mass_of_air_emissions_per_annum_x1000_tonnes
C,Manufacturing,1998,364.1
C,Manufacturing,1999,308.3
C,Manufacturing,2000,270.1
C,Manufacturing,2001,255.3
C,Manufacturing,2002,253.4
C,Manufacturing,2003,296.4
C,Manufacturing,2004,275.6
C,Manufacturing,2005,254.1
C,Manufacturing,2006,251.6
C,Manufacturing,2007,254
C,Manufacturing,2008,227.2
C,Manufacturing,2009,225.3
C,Manufacturing,2010,250.8
C,Manufacturing,2011,243.3
C,Manufacturing,2012,247.4
C,Manufacturing,2013,261.4
C,Manufacturing,2014,263.7
C,Manufacturing,2015,222.6
C,Manufacturing,2016,228.4
C,Manufacturing,2017,221.7
C,Manufacturing,2018,203.4
D,"Electricity, gas, steam and air conditioning supply",1990,9869.5
D,"Electricity, gas, steam and air conditioning supply",1991,9713.8
D,"Electricity, gas, steam and air conditioning supply",1992,9589.2
D,"Electricity, gas, steam and air conditioning supply",1993,9258.4
D,"Electricity, gas, steam and air conditioning supply",1994,8982.6
D,"Electricity, gas, steam and air conditioning supply",1995,8882.9
D,"Electricity, gas, steam and air conditioning supply",1996,8454.7
D,"Electricity, gas, steam and air conditioning supply",1997,7377
D,"Electricity, gas, steam and air conditioning supply",1998,6974.9
D,"Electricity, gas, steam and air conditioning supply",1999,6571.3
D,"Electricity, gas, steam and air conditioning supply",2000,6352
D,"Electricity, gas, steam and air conditioning supply",2001,5986.5
D,"Electricity, gas, steam and air conditioning supply",2002,5783.9
D,"Electricity, gas, steam and air conditioning supply",2003,5528.4
D,"Electricity, gas, steam and air conditioning supply",2004,5727.2
D,"Electricity, gas, steam and air conditioning supply",2005,5714.9
D,"Electricity, gas, steam and air conditioning supply",2006,5394.2
D,"Electricity, gas, steam and air conditioning supply",2007,5367.9
D,"Electricity, gas, steam and air conditioning supply",2008,5082.3
D,"Electricity, gas, steam and air conditioning supply",2009,4969.6
D,"Electricity, gas, steam and air conditioning supply",2010,4857.6
D,"Electricity, gas, steam and air conditioning supply",2011,4597.1
D,"Electricity, gas, steam and air conditioning supply",2012,4460.6
D,"Electricity, gas, steam and air conditioning supply",2013,4291
D,"Electricity, gas, steam and air conditioning supply",2014,4017.4
D,"Electricity, gas, steam and air conditioning supply",2015,3904.2
D,"Electricity, gas, steam and air conditioning supply",2016,3816
D,"Electricity, gas, steam and air conditioning supply",2017,3738.2
D,"Electricity, gas, steam and air conditioning supply",2018,3618.6
E,Water supply; sewerage and waste management**,1990,64272.2
E,Water supply; sewerage and waste management**,1991,64900.3
E,Water supply; sewerage and waste management**,1992,65077.9
E,Water supply; sewerage and waste management**,1993,65635.2
E,Water supply; sewerage and waste management**,1994,66150.2
E,Water supply; sewerage and waste management**,1995,67186.1
E,Water supply; sewerage and waste management**,1996,67474.8
E,Water supply; sewerage and waste management**,1997,67353.7
E,Water supply; sewerage and waste management**,1998,66318.8
E,Water supply; sewerage and waste management**,1999,63647.2
E,Water supply; sewerage and waste management**,2000,61274.9
E,Water supply; sewerage and waste management**,2001,59193.5
E,Water supply; sewerage and waste management**,2002,58008.1
E,Water supply; sewerage and waste management**,2003,54263.6
E,Water supply; sewerage and waste management**,2004,50012.9
E,Water supply; sewerage and waste management**,2005,47358.7
E,Water supply; sewerage and waste management**,2006,44216
E,Water supply; sewerage and waste management**,2007,41029.8
E,Water supply; sewerage and waste management**,2008,36627.6
E,Water supply; sewerage and waste management**,2009,32532.6
E,Water supply; sewerage and waste management**,2010,27891
E,Water supply; sewerage and waste management**,2011,25814
E,Water supply; sewerage and waste management**,2012,24356.7
E,Water supply; sewerage and waste management**,2013,21445.7
E,Water supply; sewerage and waste management**,2014,19257.5
E,Water supply; sewerage and waste management**,2015,18814.3
E,Water supply; sewerage and waste management**,2016,18129.8
E,Water supply; sewerage and waste management**,2017,18453.3
E,Water supply; sewerage and waste management**,2018,18721.2
F,Construction,1990,57.8
F,Construction,1991,56.6
F,Construction,1992,55.3
F,Construction,1993,53.6
F,Construction,1994,52.8
F,Construction,1995,50.2
F,Construction,1996,48.1
F,Construction,1997,45.7
F,Construction,1998,43.8
F,Construction,1999,41.4
F,Construction,2000,39.4
F,Construction,2001,36.8
F,Construction,2002,34.3
F,Construction,2003,32.3
F,Construction,2004,32.8
F,Construction,2005,31.3
F,Construction,2006,30.7
F,Construction,2007,30.7
F,Construction,2008,29.1
F,Construction,2009,24.4
F,Construction,2010,25.6
F,Construction,2011,24.6
F,Construction,2012,23.3
F,Construction,2013,22.1
F,Construction,2014,23.6
F,Construction,2015,25.7
F,Construction,2016,26.5
F,Construction,2017,30.4
F,Construction,2018,31
G,Wholesale and retail trade***,1990,77.4
G,Wholesale and retail trade***,1991,78
G,Wholesale and retail trade***,1992,76
G,Wholesale and retail trade***,1993,72.9
G,Wholesale and retail trade***,1994,70.8
G,Wholesale and retail trade***,1995,67.5
G,Wholesale and retail trade***,1996,63.2
G,Wholesale and retail trade***,1997,58.1
G,Wholesale and retail trade***,1998,54.1
G,Wholesale and retail trade***,1999,52
G,Wholesale and retail trade***,2000,49.1
G,Wholesale and retail trade***,2001,42.9
G,Wholesale and retail trade***,2002,38.9
G,Wholesale and retail trade***,2003,37
G,Wholesale and retail trade***,2004,32
G,Wholesale and retail trade***,2005,30
G,Wholesale and retail trade***,2006,33.3
G,Wholesale and retail trade***,2007,32.8
G,Wholesale and retail trade***,2008,32.7
G,Wholesale and retail trade***,2009,30
G,Wholesale and retail trade***,2010,31.6
G,Wholesale and retail trade***,2011,25.6
G,Wholesale and retail trade***,2012,20.6
G,Wholesale and retail trade***,2013,22.2
G,Wholesale and retail trade***,2014,21.4
G,Wholesale and retail trade***,2015,19.8
G,Wholesale and retail trade***,2016,19
G,Wholesale and retail trade***,2017,18
G,Wholesale and retail trade***,2018,16.7
H,Transport and storage,1990,353.2
H,Transport and storage,1991,351.5
H,Transport and storage,1992,348.4
H,Transport and storage,1993,345.5
H,Transport and storage,1994,343.5
H,Transport and storage,1995,341
H,Transport and storage,1996,341
H,Transport and storage,1997,317.6
H,Transport and storage,1998,312.3
H,Transport and storage,1999,305.6
H,Transport and storage,2000,300.4
H,Transport and storage,2001,292.2
H,Transport and storage,2002,290.1
H,Transport and storage,2003,286.4
H,Transport and storage,2004,284
H,Transport and storage,2005,274
H,Transport and storage,2006,260.8
H,Transport and storage,2007,249.6
H,Transport and storage,2008,233.6
H,Transport and storage,2009,214.8
H,Transport and storage,2010,204.9
H,Transport and storage,2011,193.7
H,Transport and storage,2012,122.3
H,Transport and storage,2013,115.8
H,Transport and storage,2014,106.8
H,Transport and storage,2015,107.3
H,Transport and storage,2016,122.9
H,Transport and storage,2017,126.3
H,Transport and storage,2018,105.6
I,Accommodation and food services,1990,12.6
I,Accommodation and food services,1991,13.2
I,Accommodation and food services,1992,12.7
I,Accommodation and food services,1993,12.7
I,Accommodation and food services,1994,12.4
I,Accommodation and food services,1995,12.9
I,Accommodation and food services,1996,12.7
I,Accommodation and food services,1997,11.3
I,Accommodation and food services,1998,11.2
I,Accommodation and food services,1999,11.9
I,Accommodation and food services,2000,11.7
I,Accommodation and food services,2001,11.6
I,Accommodation and food services,2002,10.4
I,Accommodation and food services,2003,11.1
I,Accommodation and food services,2004,10
I,Accommodation and food services,2005,9.9
I,Accommodation and food services,2006,9.9
I,Accommodation and food services,2007,9.6
I,Accommodation and food services,2008,10.8
I,Accommodation and food services,2009,8.6
I,Accommodation and food services,2010,8.9
I,Accommodation and food services,2011,7.7
I,Accommodation and food services,2012,8.1
I,Accommodation and food services,2013,8.5
I,Accommodation and food services,2014,7.6
I,Accommodation and food services,2015,8
I,Accommodation and food services,2016,8.2
I,Accommodation and food services,2017,8
I,Accommodation and food services,2018,8.1
J,Information and communication,1990,9.4
J,Information and communication,1991,9.5
J,Information and communication,1992,9.2
J,Information and communication,1993,8.8
J,Information and communication,1994,8.4
J,Information and communication,1995,7.9
J,Information and communication,1996,7.1
J,Information and communication,1997,6.2
J,Information and communication,1998,5.8
J,Information and communication,1999,5.5
J,Information and communication,2000,5.1
J,Information and communication,2001,4.3
J,Information and communication,2002,3.5
J,Information and communication,2003,3
J,Information and communication,2004,2.7
J,Information and communication,2005,2.5
J,Information and communication,2006,2.1
J,Information and communication,2007,1.9
J,Information and communication,2008,1.9
J,Information and communication,2009,1.4
J,Information and communication,2010,1.4
J,Information and communication,2011,1.2
J,Information and communication,2012,1.3
J,Information and communication,2013,1.2
J,Information and communication,2014,1
J,Information and communication,2015,1.1
J,Information and communication,2016,1.1
J,Information and communication,2017,1
J,Information and communication,2018,1
K,Financial and insurance activities,1990,2
K,Financial and insurance activities,1991,2
K,Financial and insurance activities,1992,1.9
K,Financial and insurance activities,1993,1.9
K,Financial and insurance activities,1994,1.8
K,Financial and insurance activities,1995,1.7
K,Financial and insurance activities,1996,1.6
K,Financial and insurance activities,1997,1.3
K,Financial and insurance activities,1998,1.3
K,Financial and insurance activities,1999,1.2
K,Financial and insurance activities,2000,1.2
K,Financial and insurance activities,2001,1.1
K,Financial and insurance activities,2002,0.8
K,Financial and insurance activities,2003,0.8
K,Financial and insurance activities,2004,0.7
K,Financial and insurance activities,2005,0.7
K,Financial and insurance activities,2006,0.6
K,Financial and insurance activities,2007,0.6
K,Financial and insurance activities,2008,0.6
K,Financial and insurance activities,2009,0.5
K,Financial and insurance activities,2010,0.5
K,Financial and insurance activities,2011,0.4
K,Financial and insurance activities,2012,0.5
K,Financial and insurance activities,2013,0.5
K,Financial and insurance activities,2014,0.4
K,Financial and insurance activities,2015,0.4
K,Financial and insurance activities,2016,0.4
K,Financial and insurance activities,2017,0.4
K,Financial and insurance activities,2018,0.4
L,Real estate activities,1990,4.3
L,Real estate activities,1991,4.4
L,Real estate activities,1992,4.2
L,Real estate activities,1993,4.1
L,Real estate activities,1994,3.9
L,Real estate activities,1995,3.7
L,Real estate activities,1996,3.4
L,Real estate activities,1997,3
L,Real estate activities,1998,2.9
L,Real estate activities,1999,2.9
L,Real estate activities,2000,2.8
L,Real estate activities,2001,2.5
L,Real estate activities,2002,2.1
L,Real estate activities,2003,2
L,Real estate activities,2004,1.9
L,Real estate activities,2005,1.9
L,Real estate activities,2006,1.7
L,Real estate activities,2007,1.7
L,Real estate activities,2008,2
L,Real estate activities,2009,1.6
L,Real estate activities,2010,1.7
L,Real estate activities,2011,1.5
L,Real estate activities,2012,1.7
L,Real estate activities,2013,1.8
L,Real estate activities,2014,1.6
L,Real estate activities,2015,1.7
L,Real estate activities,2016,1.7
L,Real estate activities,2017,1.7
L,Real estate activities,2018,1.7
M,"Professional, scientific and technical activities",1990,18.5
M,"Professional, scientific and technical activities",1991,18.7
M,"Professional, scientific and technical activities",1992,18.2
M,"Professional, scientific and technical activities",1993,17.4
M,"Professional, scientific and technical activities",1994,16.6
M,"Professional, scientific and technical activities",1995,15.5
M,"Professional, scientific and technical activities",1996,13.8
M,"Professional, scientific and technical activities",1997,12.1
M,"Professional, scientific and technical activities",1998,11.3
M,"Professional, scientific and technical activities",1999,10.8
M,"Professional, scientific and technical activities",2000,10.1
M,"Professional, scientific and technical activities",2001,8.7
M,"Professional, scientific and technical activities",2002,7.1
M,"Professional, scientific and technical activities",2003,6.7
M,"Professional, scientific and technical activities",2004,6.5
M,"Professional, scientific and technical activities",2005,5.8
M,"Professional, scientific and technical activities",2006,4.8
M,"Professional, scientific and technical activities",2007,4.4
M,"Professional, scientific and technical activities",2008,4.7
M,"Professional, scientific and technical activities",2009,3.9
M,"Professional, scientific and technical activities",2010,3.8
M,"Professional, scientific and technical activities",2011,3.4
M,"Professional, scientific and technical activities",2012,3.6
M,"Professional, scientific and technical activities",2013,3.2
M,"Professional, scientific and technical activities",2014,2.9
M,"Professional, scientific and technical activities",2015,3.1
M,"Professional, scientific and technical activities",2016,3.2
M,"Professional, scientific and technical activities",2017,3.1
M,"Professional, scientific and technical activities",2018,3.1
N,Administrative and support service activities,1990,21
N,Administrative and support service activities,1991,21.1
N,Administrative and support service activities,1992,20.5
N,Administrative and support service activities,1993,19.7
N,Administrative and support service activities,1994,18.9
N,Administrative and support service activities,1995,17.7
N,Administrative and support service activities,1996,16.3
N,Administrative and support service activities,1997,14.7
N,Administrative and support service activities,1998,13.7
N,Administrative and support service activities,1999,12.6
N,Administrative and support service activities,2000,11.6
N,Administrative and support service activities,2001,10.2
N,Administrative and support service activities,2002,8.5
N,Administrative and support service activities,2003,7.6
N,Administrative and support service activities,2004,6.9
N,Administrative and support service activities,2005,6.5
N,Administrative and support service activities,2006,5.9
N,Administrative and support service activities,2007,5.4
N,Administrative and support service activities,2008,5.3
N,Administrative and support service activities,2009,4.1
N,Administrative and support service activities,2010,4
N,Administrative and support service activities,2011,3.5
N,Administrative and support service activities,2012,3.6
N,Administrative and support service activities,2013,3.4
N,Administrative and support service activities,2014,3
N,Administrative and support service activities,2015,3.1
N,Administrative and support service activities,2016,3.1
N,Administrative and support service activities,2017,3
N,Administrative and support service activities,2018,3
O,Public administration and defence; compulsory social security,1990,38.3
O,Public administration and defence; compulsory social security,1991,38.1
O,Public administration and defence; compulsory social security,1992,39.2
O,Public administration and defence; compulsory social security,1993,38.8
O,Public administration and defence; compulsory social security,1994,29.5
O,Public administration and defence; compulsory social security,1995,25.4
O,Public administration and defence; compulsory social security,1996,24.1
O,Public administration and defence; compulsory social security,1997,20.8
O,Public administration and defence; compulsory social security,1998,19.8
O,Public administration and defence; compulsory social security,1999,19.5
O,Public administration and defence; compulsory social security,2000,18.9
O,Public administration and defence; compulsory social security,2001,18
O,Public administration and defence; compulsory social security,2002,16
O,Public administration and defence; compulsory social security,2003,15.9
O,Public administration and defence; compulsory social security,2004,15.9
O,Public administration and defence; compulsory social security,2005,13.2
O,Public administration and defence; compulsory social security,2006,12.1
O,Public administration and defence; compulsory social security,2007,11.2
O,Public administration and defence; compulsory social security,2008,10.5
O,Public administration and defence; compulsory social security,2009,8.8
O,Public administration and defence; compulsory social security,2010,8.6
O,Public administration and defence; compulsory social security,2011,7.5
O,Public administration and defence; compulsory social security,2012,7.6
O,Public administration and defence; compulsory social security,2013,6.8
O,Public administration and defence; compulsory social security,2014,5.9
O,Public administration and defence; compulsory social security,2015,5.8
O,Public administration and defence; compulsory social security,2016,5.6
O,Public administration and defence; compulsory social security,2017,5.5
O,Public administration and defence; compulsory social security,2018,5.6
P,Education,1990,16.1
P,Education,1991,16.7
P,Education,1992,16.9
P,Education,1993,14.4
P,Education,1994,13.1
P,Education,1995,12.4
P,Education,1996,13.7
P,Education,1997,14.5
P,Education,1998,12.5
P,Education,1999,12
P,Education,2000,11.1
P,Education,2001,10.4
P,Education,2002,8.8
P,Education,2003,8.9
P,Education,2004,8.6
P,Education,2005,8.6
P,Education,2006,9
P,Education,2007,8
P,Education,2008,7.6
P,Education,2009,6.9
P,Education,2010,7.2
P,Education,2011,6
P,Education,2012,6.6
P,Education,2013,6.5
P,Education,2014,5.6
P,Education,2015,5.9
P,Education,2016,5.8
P,Education,2017,6.7
P,Education,2018,6.8
Q,Human health and social work activities,1990,18.6
Q,Human health and social work activities,1991,19
Q,Human health and social work activities,1992,19.8
Q,Human health and social work activities,1993,18.7
Q,Human health and social work activities,1994,18.6
Q,Human health and social work activities,1995,17.9
Q,Human health and social work activities,1996,18.1
Q,Human health and social work activities,1997,15.6
Q,Human health and social work activities,1998,14.9
Q,Human health and social work activities,1999,14.6
Q,Human health and social work activities,2000,12.4
Q,Human health and social work activities,2001,13
Q,Human health and social work activities,2002,10.4
Q,Human health and social work activities,2003,9.6
Q,Human health and social work activities,2004,10.2
Q,Human health and social work activities,2005,12.3
Q,Human health and social work activities,2006,10.5
Q,Human health and social work activities,2007,10.1
Q,Human health and social work activities,2008,11.1
Q,Human health and social work activities,2009,10.6
Q,Human health and social work activities,2010,10.6
Q,Human health and social work activities,2011,9.4
Q,Human health and social work activities,2012,10.4
Q,Human health and social work activities,2013,11.1
Q,Human health and social work activities,2014,9.8
Q,Human health and social work activities,2015,9.6
Q,Human health and social work activities,2016,10
Q,Human health and social work activities,2017,9.4
Q,Human health and social work activities,2018,9.7
R,"Arts, entertainment and recreation",1990,9
R,"Arts, entertainment and recreation",1991,8.9
R,"Arts, entertainment and recreation",1992,7.9
R,"Arts, entertainment and recreation",1993,8
R,"Arts, entertainment and recreation",1994,7.6
R,"Arts, entertainment and recreation",1995,7.3
R,"Arts, entertainment and recreation",1996,6.8
R,"Arts, entertainment and recreation",1997,5.8
R,"Arts, entertainment and recreation",1998,5.6
R,"Arts, entertainment and recreation",1999,5.2
R,"Arts, entertainment and recreation",2000,4.9
R,"Arts, entertainment and recreation",2001,4.9
R,"Arts, entertainment and recreation",2002,4.1
R,"Arts, entertainment and recreation",2003,4.1
R,"Arts, entertainment and recreation",2004,3.6
R,"Arts, entertainment and recreation",2005,3.7
R,"Arts, entertainment and recreation",2006,2.9
R,"Arts, entertainment and recreation",2007,2.6
R,"Arts, entertainment and recreation",2008,2.8
R,"Arts, entertainment and recreation",2009,2.4
R,"Arts, entertainment and recreation",2010,2
R,"Arts, entertainment and recreation",2011,1.8
R,"Arts, entertainment and recreation",2012,1.9
R,"Arts, entertainment and recreation",2013,1.8
R,"Arts, entertainment and recreation",2014,1.6
R,"Arts, entertainment and recreation",2015,1.7
R,"Arts, entertainment and recreation",2016,1.7
R,"Arts, entertainment and recreation",2017,1.6
R,"Arts, entertainment and recreation",2018,1.7
S,Other service activities,1990,6.7
S,Other service activities,1991,6.8
S,Other service activities,1992,6.6
S,Other service activities,1993,6.4
S,Other service activities,1994,6.1
S,Other service activities,1995,5.9
S,Other service activities,1996,5.6
S,Other service activities,1997,4.9
S,Other service activities,1998,4.7
S,Other service activities,1999,4.6
S,Other service activities,2000,4.4
S,Other service activities,2001,4.1
S,Other service activities,2002,3.4
S,Other service activities,2003,3.3
S,Other service activities,2004,3
S,Other service activities,2005,2.9
S,Other service activities,2006,2.6
S,Other service activities,2007,2.3
S,Other service activities,2008,2.4
S,Other service activities,2009,1.7
S,Other service activities,2010,1.7
S,Other service activities,2011,1.5
S,Other service activities,2012,1.6
S,Other service activities,2013,1.6
S,Other service activities,2014,1.4
S,Other service activities,2015,1.5
S,Other service activities,2016,1.5
S,Other service activities,2017,1.5
S,Other service activities,2018,1.5
T,Activities of households as employers*,1990,1.1
T,Activities of households as employers*,1991,1.1
T,Activities of households as employers*,1992,1.1
T,Activities of households as employers*,1993,1.1
T,Activities of households as employers*,1994,1.1
T,Activities of households as employers*,1995,1
T,Activities of households as employers*,1996,0.9
T,Activities of households as employers*,1997,0.9
T,Activities of households as employers*,1998,0.8
T,Activities of households as employers*,1999,0.7
T,Activities of households as employers*,2000,0.8
T,Activities of households as employers*,2001,0.7
T,Activities of households as employers*,2002,0.6
T,Activities of households as employers*,2003,0.6
T,Activities of households as employers*,2004,0.5
T,Activities of households as employers*,2005,0.5
T,Activities of households as employers*,2006,0.4
T,Activities of households as employers*,2007,0.3
T,Activities of households as employers*,2008,0.2
T,Activities of households as employers*,2009,0.2
T,Activities of households as employers*,2010,0.2
T,Activities of households as employers*,2011,0.2
T,Activities of households as employers*,2012,0.1
T,Activities of households as employers*,2013,0.1
T,Activities of households as employers*,2014,0.1
T,Activities of households as employers*,2015,0.1
T,Activities of households as employers*,2016,0.1
T,Activities of households as employers*,2017,0.1
T,Activities of households as employers*,2018,0.1
-,Consumer expenditure,1990,2754.9
-,Consumer expenditure,1991,2889.8
-,Consumer expenditure,1992,2695.3
-,Consumer expenditure,1993,2783.5
-,Consumer expenditure,1994,2481.9
-,Consumer expenditure,1995,2108.4
-,Consumer expenditure,1996,2169.9
-,Consumer expenditure,1997,1990.3
-,Consumer expenditure,1998,1909.1
-,Consumer expenditure,1999,1899.1
-,Consumer expenditure,2000,1725.4
-,Consumer expenditure,2001,1678.1
-,Consumer expenditure,2002,1486
-,Consumer expenditure,2003,1406.6
-,Consumer expenditure,2004,1366.9
-,Consumer expenditure,2005,1267
-,Consumer expenditure,2006,1237.1
-,Consumer expenditure,2007,1230.3
-,Consumer expenditure,2008,1297.5
-,Consumer expenditure,2009,1243.2
-,Consumer expenditure,2010,1351.4
-,Consumer expenditure,2011,1223
-,Consumer expenditure,2012,1305.9
-,Consumer expenditure,2013,1386.9
-,Consumer expenditure,2014,1288.2
-,Consumer expenditure,2015,1352.3
-,Consumer expenditure,2016,1400.3
-,Consumer expenditure,2017,1388.7
-,Consumer expenditure,2018,1447.4
